WaterbodyCode,WaterbodyName,WaterbodyType,Region,LA,CombinedCatchment,Cycle2AfA,Cycle3AfA,Cycle3Lead,DraftEO3,Cycle3Risk,Status2010_2015,Status2013_2018,Status2016_2021,Driver,ESTechnique,AchieveEO2010_2015,AchieveEO2013_2018,AchieveEO2016_2021,StatusChange,ClassChange,StatusReversal,EOChange,ClassChange18_21,Issues,PressureCount,Pressures,Abstractions,Agriculture,Anthropogenic Pressures,Aquaculture,Atmospheric,Domestic Waste Water,Forestry,Historically Polluted Sites,Hydromorphology,Industry,Invasive Species,Mines Quarries,Other Anthropogenic Pressures,Peat.x,Urban Run-off,Urban Waste Water,Waste,Water Treatment,P_Rank_1_3_v3R1,N_Rank_1_3_v3R1,DM1,DM2,Catchment,Area_ha,P_Wastewater,P_Other_licenced_discharges,P_Diffuse_Urban,P_Septi_ Tanks,P_Pasture,P_Arable,P_Forestry,P_Peat,P_Deposition,P_Total_kgYr,P_Urban_2018,Alluvium,Imperfect,Made,Peat.y,Poor,VeryPoor,Water,Well,Total,EOAssessment,ResponseCategory
IE_EA_07B010600,BLACKWATER (KELLS)_060,River,Borders,Cavan CoCo,7,,Blackwater (Kells) Upper,LAWPRO,Good,At risk,Good,Moderate,Moderate,"Fish, Invertebrates",Monitoring,Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, Nutrients",2,"Agriculture, Hydromorphology",,TRUE,,,,,,,TRUE,,,,,,,,,,51,2,3.4266666666666667,2.4499999999999997,7,2672.345,0,0,0,0.039636044,0.920805505,0,0.025219879,0,0.014338572,612.425975,0,0.29730652,,,4.673082065,20.12820613,,0.175594957,1.444953219,26.71914289,Decline - Maintained,Persistently Less than Good
IE_EA_07B010800,BLACKWATER (KELLS)_070,River,Borders,Cavan CoCo,7,,Blackwater (Kells) Upper,LAWPRO,Good,At risk,Moderate,Moderate,Poor,,Monitoring,Not Achieved,Not Achieved,Not Achieved,Declined,1,No,Still not Achieving,-1,"Morphological, Chemical, Nutrients, OtherSignificantImpacts",2,"Anthropogenic Pressures, Hydromorphology",,,TRUE,,,,,,TRUE,,,,,,,,,,52,5,2.466666666666667,3.433333333333333,7,1536.77,0,0,0.153125423,0.026737162,0.797257277,7.03e-5,0.009268017,0.00240804,0.011133795,411.845288,0.153125423,0.376700859,,0.316227574,2.220913703,10.48143892,,0.091693121,1.878300115,15.36527429,Consistently not achieving objective,Decline - Recent
IE_EA_07B011000,BLACKWATER (KELLS)_080,River,Borders,Cavan CoCo,7,,Blackwater (Kells) Upper,LAWPRO,Good,At risk,Poor,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Hydrological, Morphological, Nutrients",2,"Agriculture, Hydromorphology",,TRUE,,,,,,,TRUE,,,,,,,,,,28,10,3.533333333333333,2.833333333333333,7,5606.6872,0.248677858,0.140702251,0.020486556,0.019050309,0.350355891,0.003896802,0.047907486,0.006643149,0.162279697,2195.611641,0.409866665,1.176929049,,0.333063234,2.442575518,25.73983807,1.586312117,7.024104489,17.75519956,56.05802204,Consistently not achieving objective,Persistently Less than Good
IE_EA_07B011100,BLACKWATER (KELLS)_090,River,Midlands and East,Meath CoCo,7,,Blackwater (Kells) Lower,LAWPRO,Good,Not at risk,Moderate,Good,Moderate,Invertebrates,Monitoring,Not Achieved,Achieved,Not Achieved,Declined,1,Yes,No longer Achieving,-1,,,,,,,,,,,,,,,,,,,,,,13,23,2.7066666666666666,4.083333333333333,7,3115.215,0.057175536,0,0,0.031181985,0.697430098,0.00335413,0.122974267,0.087883984,0,437.249942,0.057175536,1.044444625,,0.041374028,5.203678802,2.804845911,0.118440351,,21.93377974,31.14656345,Improvement - Reversed,Status Reversal
IE_EA_07B011200,BLACKWATER (KELLS)_100,River,Midlands and East,Meath CoCo,7,,Blackwater (Kells) Lower,LAWPRO,Good,At risk,Moderate,Moderate,Good,"Invertebrates, GPC",Monitoring,Not Achieved,Not Achieved,Achieved,Improved,1,No,Now Achieving,1,"Hydrological, Morphological",1,Hydromorphology,,,,,,,,,TRUE,,,,,,,,,,4,30,4.8,2.2333333333333334,7,2232.405,0.03781301,0,0.293350482,0.022745271,0.532753665,0.069915486,0.042744827,0,6.77259e-4,290.905167,0.331163492,0.43879787,,0.107326647,0.054954111,0.593558373,0.541289213,,20.58391103,22.31983725,Improvement - Significant,Improvement - Recent
IE_EA_07B011500,BLACKWATER (KELLS)_110,River,Midlands and East,Meath CoCo,7,,Blackwater (Kells) Lower,LAWPRO,Good,At risk,Poor,Moderate,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,Declined,1,Yes,Still not Achieving,-1,"Hydrological, Morphological, Nutrients, Organic",2,"Agriculture, Hydromorphology",,TRUE,,,,,,,TRUE,,,,,,,,,,9,29,2.7866666666666666,4.1499999999999995,7,3313.0744,0.430025212,0,0.296895524,0.010114301,0.164853348,0.072822697,0.023405817,0,0.0018831,1167.373415,0.726920736,2.718160055,,1.95466249,0.05589796,1.900000418,0.526107101,0.024288685,25.94449933,33.12361604,Consistently not achieving objective,Status Reversal
IE_EA_07B011800,BLACKWATER (KELLS)_120,River,Midlands and East,Meath CoCo,7,,Blackwater (Kells) Lower,LAWPRO,Good,At risk,Moderate,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, Nutrients",3,"Agriculture, Hydromorphology, Urban Run-off",,TRUE,,,,,,,TRUE,,,,,,TRUE,,,,9,25,3.7333333333333334,3.15,7,4155.2182,0.149551337,0.331463713,0.2505767,0.014756165,0.194854844,0.057729098,0,0,0.001068142,1337.333417,0.73159175,1.937122598,,2.99216127,0.035480765,5.892698447,0.337372347,0.171183573,30.17614673,41.54216572,Consistently not achieving objective,Persistently Less than Good
IE_EA_07B020060,BLACKWATER (LONGWOOD)_010,River,Midlands and East,Kildare CoCo,7,Blackwater (Longwood),Blackwater (Longwood),LAWPRO,Good,At risk,Poor,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, Organic",1,Anthropogenic Pressures,,,TRUE,,,,,,,,,,,,,,,,17,9,3.52,3.0166666666666666,7,5032.8325,0,0.003030421,0,0.035245472,0.324928616,0.095079935,0.168726543,0.372989013,0,903.339887,0.003030421,0.259890747,2.700160887,0.076393366,29.43801222,2.77817384,0.898097088,,14.16627901,50.31700715,Consistently not achieving objective,Persistently Poor
IE_EA_07B020100,BLACKWATER (LONGWOOD)_020,River,Midlands and East,Kildare CoCo,7,Blackwater (Longwood),Blackwater (Longwood),LAWPRO,Good,At risk,Moderate,Moderate,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,Declined,1,No,Still not Achieving,-1,"Morphological, Organic",1,Anthropogenic Pressures,,,TRUE,,,,,,,,,,,,,,,,28,9,2.52,3.833333333333333,7,5304.245,0.015385131,0,0.116955505,0.025298973,0.526314783,0.080025048,0.17923815,0.056782409,0,1104.962993,0.132340636,2.314874262,,0.555512821,12.91291713,11.75146344,6.14937984,,19.34685691,53.0310044,Consistently not achieving objective,Decline - Recent
IE_EA_07B020200,BLACKWATER (LONGWOOD)_030,River,Midlands and East,Meath CoCo,7,Blackwater (Longwood),Blackwater (Longwood),LAWPRO,Good,At risk,Unassigned,Moderate,Moderate,,Modelling,Cannot Assess,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,Nutrients,1,Agriculture,,TRUE,,,,,,,,,,,,,,,,,15,18,3.6399999999999997,3.05,7,1634.0913,0.610672802,0,0.102105617,0.00749921,0.206183745,0.073442144,0,0,9.65e-5,494.536516,0.712778419,0.978531634,,0.015337269,,2.661496314,1.560889994,,11.12124729,16.3375025,Consistently not achieving objective,Data Gap
IE_EA_07B020300,BLACKWATER (LONGWOOD)_040,River,Midlands and East,Kildare CoCo,7,Blackwater (Longwood),Blackwater (Longwood),LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Organic, UnknownImpactType",2,"Anthropogenic Pressures, Peat",,,TRUE,,,,,,,,,,,TRUE,,,,,18,10,3.533333333333333,3,7,1801.53,0,0,0.506695952,0.027770947,0.351698792,0.079649347,0.008938754,0.025246207,0,408.751811,0.506695952,0.702343769,,0.042766719,1.157578886,4.213698205,2.841967456,,9.053376718,18.01173175,Consistently not achieving objective,Persistently Less than Good
IE_EA_07B020600,BLACKWATER (LONGWOOD)_050,River,Midlands and East,Meath CoCo,7,,Blackwater (Longwood),LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, Nutrients, Organic",2,"Agriculture, Hydromorphology",,TRUE,,,,,,,TRUE,,,,,,,,,,20,31,3.8133333333333335,2.9666666666666663,7,2143.7692,0.322088448,0,0.060759993,0.012822453,0.429530134,0.127769363,0.047029609,0,0,412.930053,0.382848441,2.109545272,,0.086561327,1.119838902,3.011802855,0.803677448,,14.30196309,21.4333889,Consistently not achieving objective,Persistently Less than Good
IE_EA_07B030200,BOYCETOWN_010,River,Midlands and East,Meath CoCo,7,Boycetown,Boycetown,LAWPRO,Good,At risk,Poor,Poor,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,Improved,1,No,Still not Achieving,1,"Morphological, Nutrients",2,"Agriculture, Hydromorphology",,TRUE,,,,,,,TRUE,,,,,,,,,,42,10,4.533333333333333,1.5999999999999999,7,2113.93,0,0,0,0.034709478,0.722521702,0.24276882,0,0,0,416.755472,0,0.376285172,,0.052862264,0.133140132,6.296051694,6.639406854,,7.635890913,21.13363703,Consistently not achieving objective,Improvement - Recent
IE_EA_07B030300,BOYCETOWN_020,River,Midlands and East,Meath CoCo,7,Boycetown,Boycetown,LAWPRO,Good,At risk,Poor,Moderate,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,Declined,1,Yes,Still not Achieving,-1,"Sediment, Morphological, Nutrients",2,"Agriculture, Hydromorphology",,TRUE,,,,,,,TRUE,,,,,,,,,,3,38,2.9066666666666667,4.25,7,1307.79,0,0,0,0.029985515,0.561052588,0.358379173,0.050582724,0,0,50.945932,0,0.607141539,,,0.011880625,0.178336498,0.188107571,,12.08920251,13.07466874,Consistently not achieving objective,Status Reversal
IE_EA_07B040200,BOYNE_010,River,Midlands and East,Kildare CoCo,7,,Upper Boyne,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,"Fish, Invertebrates",Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Hydrological, Morphological, Nutrients",3,"Domestic Waste Water, Hydromorphology, Peat",,,,,,TRUE,,,TRUE,,,,,TRUE,,,,,20,13,3.5733333333333333,2.9666666666666663,7,4700.6577,0.128804972,0,0.314840233,0.012573178,0.318819037,0.050290882,0.109359204,0.065312493,0,1149.023965,0.443645205,0.989159071,,1.694516231,12.99337953,10.84230175,0.490492486,,19.98839121,46.99824028,Consistently not achieving objective,Persistently Less than Good
IE_EA_07B040300,BOYNE_020,River,Midlands and East,Offaly CoCo,7,,Upper Boyne,LAWPRO,Good,At risk,Moderate,Moderate,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,Declined,1,No,Still not Achieving,-1,"Hydrological, Morphological, Nutrients, Organic",3,"Agriculture, Hydromorphology, Urban Run-off",,TRUE,,,,,,,TRUE,,,,,,TRUE,,,,26,19,2.6533333333333333,3.8666666666666663,7,2212.5076,0.478036049,0,0.181465011,0.004285199,0.219685276,0.059446484,0.057081982,0,0,886.962398,0.659501059,0.480124037,,0.944878153,7.097571304,3.03522657,0.026100882,,10.53767016,22.1215711,Consistently not achieving objective,Decline - Recent
IE_EA_07B040400,BOYNE_030,River,Midlands and East,Meath CoCo,7,,Upper Boyne,LAWPRO,Good,At risk,Good,Moderate,Good,Invertebrates,Monitoring,Achieved,Not Achieved,Achieved,Improved,1,Yes,Now Achieving,1,"Morphological, Nutrients",2,"Agriculture, Hydromorphology",,TRUE,,,,,,,TRUE,,,,,,,,,,21,14,4.586666666666667,1.9499999999999997,7,4653.845,0,0,0,0.021134663,0.555050144,0.105995119,0.221636665,0.096065823,1.17586e-4,679.155386,0,3.439866423,,,12.52534897,5.488834503,0.870230971,,24.2067245,46.53100537,Decline - Reversed,Status Reversal
IE_EA_07B040600,BOYNE_040,River,Midlands and East,Meath CoCo,7,,Upper Boyne,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, Organic",3,"Hydromorphology, Mines Quarries, Peat",,,,,,,,,TRUE,,,TRUE,,TRUE,,,,,18,22,3.6933333333333334,3,7,4110.59,0.177505857,0,0,0.017327006,0.598841837,0.08518449,0.095478854,0.025661956,0,574.628925,0.177505857,4.389959547,,0.043891813,5.310165141,3.387302588,2.181012097,,25.78645842,41.0987896,Consistently not achieving objective,Persistently Less than Good
IE_EA_07B040800,BOYNE_050,River,Midlands and East,Meath CoCo,7,,,,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,17,24,3.7199999999999998,3.0166666666666666,7,1673.435,0,0,0,0.017862959,0.858224762,0.038162575,0.085749704,0,0,150.974037,0,1.613301773,,0.076383266,0.00111505,1.846328401,1.292891608,,11.90116817,16.73118827,Consistently achieving objective,Persistently Good or Better
IE_EA_07B040900,BOYNE_060,River,Midlands and East,Meath CoCo,7,,Boyne,Meath County Council,Good,At risk,Moderate,Good,Good,Invertebrates,Monitoring,Not Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,"Morphological, Nutrients",2,"Agriculture, Hydromorphology",,TRUE,,,,,,,TRUE,,,,,,,,,,16,31,3.8133333333333335,3.033333333333333,7,3139.7653,0.176974167,0,0.087187835,0.006645608,0.432634436,0.078452877,0.156342793,0.061762284,0,565.05422,0.264162002,1.776204994,,0.225758022,4.978752969,2.138562662,1.043316027,,21.22919616,31.39179083,Improvement - Maintained,Persistently Good or Better
IE_EA_07B041000,BOYNE_070,River,Midlands and East,Meath CoCo,7,,Boyne,Meath County Council,Good,At risk,Good,Moderate,Moderate,Invertebrates,Monitoring,Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,Nutrients,1,Agriculture,,TRUE,,,,,,,,,,,,,,,,,8,25,3.7333333333333334,3.1666666666666665,7,1139.9675,0,0,0.360288313,0.019684175,0.430856292,0.189171221,0,0,0,106.470656,0.360288313,0.996050248,,0.282219639,0.223888539,0.633344972,0.086356002,,9.175445526,11.39730493,Decline - Maintained,Persistently Less than Good
IE_EA_07B041200,BOYNE_080,River,Midlands and East,Meath CoCo,7,,Boyne,Meath County Council,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,Morphological,1,Hydromorphology,,,,,,,,,TRUE,,,,,,,,,,7,31,3.8133333333333335,3.183333333333333,7,2804.885,0,0,0.551245744,0.01035309,0.26367092600000003,0.17473024,0,0,0,398.950182,0.551245744,2.092512824,,1.123648619,,0.859164205,0.249301928,,23.71825412,28.04288169,Consistently not achieving objective,Persistently Less than Good
IE_EA_07B041400,BOYNE_090,River,Midlands and East,Meath CoCo,7,,Knightsbrook,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, Nutrients, Organic",2,"Hydromorphology, Urban Run-off",,,,,,,,,TRUE,,,,,,TRUE,,,,10,16,3.6133333333333333,3.1333333333333333,7,1064.52,0.488606524,0,0.366173671,0.005814068,0.08290366,0.056502078,0,0,0,519.845699,0.854780195,0.747119214,,0.923976287,,1.855193421,0.089014581,,7.027459368,10.64276287,Consistently not achieving objective,Persistently Less than Good
IE_EA_07B041500,BOYNE_100,River,Midlands and East,Meath CoCo,7,,Knightsbrook,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, Nutrients, Organic",2,"Agriculture, Hydromorphology",,TRUE,,,,,,,TRUE,,,,,,,,,,5,32,3.8266666666666667,3.2166666666666663,7,1363.775,0.816843838,0,0.009888169,0.004910823,0.078683761,0.046654549,0.043018859,0,0,645.166157,0.826732007,0.634486888,,0.036868341,,1.124828183,0.014863138,5.69498e-4,11.8228025,13.63441855,Consistently not achieving objective,Persistently Less than Good
IE_EA_07B041600,BOYNE_110,River,Midlands and East,Meath CoCo,7,,,,Good,Review,Unassigned,Good,Moderate,,Modelling,Cannot Assess,Achieved,Not Achieved,Declined,1,No,No longer Achieving,-1,,,,,,,,,,,,,,,,,,,,,,18,24,2.7199999999999998,4,7,2865.3625,0,0,0,0.034466484,0.683765922,0.281767594,0,0,0,280.832561,0,1.307241785,0.01015632,,,8.363570233,0.426778672,0.184868564,18.35381378,28.64642935,Uncategorised,Data Gap
IE_EA_07B041700,BOYNE_120,River,Midlands and East,Meath CoCo,7,,Boyne,Meath County Council,Good,Review,Moderate,Good,Moderate,Invertebrates,Monitoring,Not Achieved,Achieved,Not Achieved,Declined,1,Yes,No longer Achieving,-1,,,,,,,,,,,,,,,,,,,,,,14,14,2.5866666666666664,4.066666666666666,7,1429.7689,0.732856238,0,0.111993075,0.0094677130000000009,0.091492502,0.054156305,0,0,3.42e-5,956.531395,0.844849313,0.741324247,,0.261550107,,2.737240191,,0.13112313,10.42263235,14.29387002,Improvement - Reversed,Status Reversal
IE_EA_07B041810,BOYNE_130,River,Midlands and East,Meath CoCo,7,,,,Good,Not at risk,Unassigned,Good,Moderate,,Modelling,Cannot Assess,Achieved,Not Achieved,Declined,1,No,No longer Achieving,-1,,,,,,,,,,,,,,,,,,,,,,24,7,2.493333333333333,3.9,7,1429.75,0.449156246,0,0.39067281,0.004088682,0.106055471,0.050026791,0,0,0,890.558695,0.839829056,0.184050012,,2.332513082,,5.368341825,,0.079722856,6.329303117,14.29393089,Uncategorised,Data Gap
IE_EA_07B041900,BOYNE_140,River,Midlands and East,Meath CoCo,7,,,,Good,Review,Unassigned,Moderate,Moderate,,Modelling,Cannot Assess,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,,,,,,,,,,,,,,,,,,,,,,10,25,3.7333333333333334,3.1333333333333333,7,1054.8175,0.402799505,0,0.368978608,0.031015447,0.095646311,0.101560129,0,0,0,496.52494,0.771778112,0.220629565,,0.919466427,,0.884486458,0.028120765,0.076624492,8.41603222,10.54535993,Consistently not achieving objective,Data Gap
IE_EA_07B042010,BOYNE_150,River,Midlands and East,Meath CoCo,7,,Boyne,Meath County Council,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Nutrients, Organic, UnknownImpactType",2,"Anthropogenic Pressures, Domestic Waste Water",,,TRUE,,,TRUE,,,,,,,,,,,,,7,37,3.893333333333333,3.183333333333333,7,1390.6999,0.833454828,0,0,0.015766873,0.077834373,0.0691082,0.003835727,0,0,799.083499,0.833454828,0.539575047,,0.022417893,,0.410654285,0.005548896,0.209095856,12.71594827,13.90324025,Consistently not achieving objective,Persistently Less than Good
IE_EA_07B042100,BOYNE_160,River,Midlands and East,Meath CoCo,7,,,,Good,At risk,Moderate,Moderate,Moderate,,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Hydrological, Morphological, Nutrients",3,"Agriculture, Domestic Waste Water, Hydromorphology",,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,16,27,3.76,3.033333333333333,7,3400.3524,0.330155356,0.040168902,0.042104644,0.037114413,0.356303245,0.13293396,0.060971178,0,2.48302e-4,863.229977,0.412428901,1.016781122,,0.236571627,0.017654689,5.58000737,0.585860911,0.236227524,26.32087527,33.99397851,Consistently not achieving objective,Persistently Less than Good
IE_EA_07B042150,BOYNE_170,River,Midlands and East,Meath CoCo,7,,,,Good,Review,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,17,18,3.6399999999999997,3.0166666666666666,7,947.435,0,0.121883237,8.65954e-4,0.1082445,0.550564936,0.218430824,1.05e-5,0,0,146.7388,0.122749191,0.767289081,,0.012213024,0.021455107,1.644510524,0.098798123,0.200464692,6.726719363,9.4714499150000009,Consistently achieving objective,Persistently Good or Better
IE_EA_07B042200,Boyne_180,River,Midlands and East,Meath CoCo,7,,,,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,38,11,3.5466666666666664,2.6666666666666665,7,3505.8438,0.05390414,0.013731518,0.056662665,0.036957772,0.432962545,0.328397352,0.07674968,0,6.34327e-4,890.46964,0.124298323,1.870717377,,0.05924258,0.048737429,12.38638324,7.507125569,0.266652326,12.90822127,35.04707979,Consistently achieving objective,Persistently Good or Better
IE_EA_07B340940,BALLYHAW_010,River,Midlands and East,Westmeath CoCo,7,,Deel (Raharney),LAWPRO,Good,Review,Unassigned,Moderate,Moderate,,Modelling,Cannot Assess,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,,,,,,,,,,,,,,,,,,,,,,17,14,3.5866666666666664,3.0166666666666666,7,1807.39,0,0,0,0.020487505,0.697156791,0.029952738,0.11685354,0.135549427,0,225.016127,0,0.124262608,,,4.291431729,2.365068951,0.893470011,,10.39691699,18.07115029,Consistently not achieving objective,Data Gap
IE_EA_07C010100,CLADY (MEATH)_010,River,Midlands and East,Meath CoCo,7,,,,Good,At risk,Unassigned,Moderate,Poor,,Modelling,Cannot Assess,Not Achieved,Not Achieved,Declined,1,No,Still not Achieving,-1,"Nutrients, Organic",1,Peat,,,,,,,,,,,,,,TRUE,,,,,26,13,2.5733333333333333,3.8666666666666663,7,3227.515,0.014397638,0,0,0.020582682,0.560540381,0.177264271,0.186603401,0.040611627,0,555.646688,0.014397638,0.227337126,,0.112168701,4.112218751,10.17031599,1.585867094,,16.06012959,32.26803725,Consistently not achieving objective,Data Gap
IE_EA_07C010260,CLADY (MEATH)_020,River,Midlands and East,Meath CoCo,7,,,,Good,At risk,Poor,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Nutrients, Organic",1,Peat,,,,,,,,,,,,,,TRUE,,,,,21,30,3.8,2.9499999999999997,7,3042.175,0.289296606,0.013199158,0,0.01200448,0.339916484,0.345583272,0,0,0,483.932397,0.302495764,1.811311332,,0.125537983,,6.171128472,0.156323284,,22.15050015,30.41480122,Consistently not achieving objective,Persistently Poor
IE_EA_07C020930,CROSS WATER_010,River,Midlands and East,Meath CoCo,7,,Blackwater (Kells) Lower,LAWPRO,Good,At risk,Moderate,Moderate,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,Declined,1,No,Still not Achieving,-1,"Morphological, Nutrients",1,Agriculture,,TRUE,,,,,,,,,,,,,,,,,20,25,2.7333333333333334,3.966666666666667,7,2521.535,0,0,0,0.023161438,0.968000281,0.007262751,0.00157553,0,0,328.566263,0,0.825198349,,,1.418032312,4.714219213,0.376436994,,17.87744838,25.21133524,Consistently not achieving objective,Decline - Recent
IE_EA_07C030930,CASTLEPARKS_010,River,Midlands and East,Meath CoCo,7,,,,Good,Review,Unassigned,Good,Moderate,,Modelling,Cannot Assess,Achieved,Not Achieved,Declined,1,No,No longer Achieving,-1,,,,,,,,,,,,,,,,,,,,,,18,46,3.013333333333333,4,7,2296.5825,0,0.04041365,0,0.031386453,0.710074556,0.198965847,0.019159494,0,0,361.264077,0.04041365,0.680691895,,0.154026108,,3.352217011,1.766371382,5.27e-5,17.00605496,22.95941401,Uncategorised,Data Gap
IE_EA_07C040050,CASTLEJORDAN_010,River,Midlands and East,Westmeath CoCo,7,,,,Good,At risk,Poor,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Nutrients, Organic",3,"Peat, Urban Run-off, Urban Waste Water",,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,16,15,3.6,3.033333333333333,7,991.005,0.319532145,0,0.169461001,0.011419578,0.335971534,0.010991313,0.15262443,0,0,281.661803,0.488993145,0.507276277,0.182756352,0.213988499,1.342976935,0.892152558,,,6.769675359,9.90882598,Consistently not achieving objective,Persistently Poor
IE_EA_07C040100,CASTLEJORDAN_020,River,Midlands and East,Westmeath CoCo,7,,,,Good,Review,Moderate,Good,Good,Invertebrates,Monitoring,Not Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,16,3,3.44,3.033333333333333,7,5374.2383,0,0.003560403,0.082511835,0.004106156,0.283620449,0.05707633,0.225541463,0.343583363,0,1230.197693,0.086072238,0.572490233,,0.155001095,37.53382146,3.815325109,0.013918451,,11.64475946,53.73531581,Improvement - Maintained,Persistently Good or Better
